EmployeeID,Name,Department,Salary,DateOfJoining
1556,Michelle Valenzuela,Operations,45934,2023-08-31
1557,Alexander Stone,Marketing,61300,2017-03-29
1558,Edwin Brock,Marketing,43447,2017-10-21
1559,Diane Delgado,Legal,82803,2021-10-20
1560,Michael Beck,HR,45798,2016-03-28
1561,Pamela Price,HR,44658,2019-02-20
1562,Michelle Robinson,Marketing,39351,2025-01-14
1563,Kathryn Hurst,Finance,78573,2024-02-22
1564,Peter Cervantes,Finance,85364,2023-10-05
1565,Luis Thomas,HR,54814,2023-12-22
1566,Kim Ellison,Legal,85686,2015-10-16
1567,Veronica Hodges,HR,41688,2018-09-19
1568,Mr. Christopher Chung,Operations,58439,2021-05-31
1569,Christopher Fleming,Legal,55588,2025-09-05
1570,Matthew Kim,Finance,87154,2023-02-19
1571,Shannon Brown,Finance,69892,2016-09-11
1572,Tanya Chandler,HR,52501,2019-05-10
1573,George House,Marketing,68603,2023-05-29
1574,Wayne Ortega,Legal,71535,2022-04-12
1575,Jessica Nguyen,Marketing,65889,2024-10-23
1576,Nancy Hawkins,Marketing,55459,2019-02-07
1577,Whitney Williams,Finance,70010,2018-11-16
1578,Laura Trevino,Finance,53939,2019-05-25
1579,Jesse Joyce,Finance,76803,2022-09-06
1580,Annette Turner,Marketing,50267,2024-11-11
1581,Johnathan Ruiz,IT,63127,2021-02-28
1582,Thomas Hayes,Operations,77639,2025-04-16
1583,Meghan Mcconnell,Marketing,55074,2018-07-17
1584,Jacob Hunter,Sales,40019,2019-03-22
1585,Stephanie Simpson,IT,86657,2019-11-09
1586,Ashley Coleman,Sales,56248,2023-09-07
1587,Sandra Medina,Finance,63201,2021-10-26
1588,Debra Miller,Operations,73365,2018-10-11
1589,Timothy Chavez,Legal,93856,2017-08-01
1590,Justin Holt,HR,49451,2021-08-30
1591,Craig Hamilton,Finance,68733,2025-03-29
1592,Samantha Wood,Operations,71919,2020-09-04
1593,Julie Williams,IT,83882,2019-09-24
1594,Patrick Hicks,Marketing,72065,2018-10-27
1595,Sandra White,Finance,78185,2017-02-26
1596,Lindsey Simpson,IT,73635,2021-10-11
1597,Karen Wheeler,Legal,75661,2022-04-25
1598,Monica James,Marketing,42139,2021-04-01
1599,Jodi Jones,IT,61964,2024-05-02
1600,Karen Finley,Operations,45373,2021-09-13
1601,Tracey Brandt,Operations,48074,2020-04-30
1602,Mikayla Stone,IT,93432,2021-03-15
1603,Jason Sanchez,Sales,57052,2023-05-22
1604,Tyler Lewis,Sales,61647,2016-08-09
1605,Jeremy Jensen,Finance,82375,2020-03-05
1606,Dr. Anthony Hamilton,Marketing,71247,2023-11-09
1607,Kathleen Sullivan,Sales,46643,2023-09-16
1608,Aaron Stein,Operations,68877,2024-11-07
1609,Erin Morgan,Legal,85098,2016-07-22
1610,Shawn Reynolds,HR,57790,2025-04-28
1611,Michelle Robinson,IT,79372,2016-12-11
1612,Brian Taylor,Operations,64826,2018-07-22
1613,Logan Vega,Finance,63884,2018-12-05
1614,Martin Burton,IT,82341,2021-01-29
1615,Lisa Weeks,Operations,51847,2021-03-21
1616,Nathaniel Barron,HR,50574,2019-08-29
1617,Curtis Vasquez,IT,80002,2021-08-26
1618,Kimberly Brooks MD,Operations,55547,2016-10-25
1619,Laura Conner,Sales,64820,2025-07-19
1620,Sarah Smith,IT,72670,2017-05-23
1621,Colleen Holt,Legal,59827,2021-05-22
1622,Michael Rodgers,Finance,66472,2015-10-19
1623,Larry Dean,Legal,91462,2017-08-31
1624,Robert Martinez,Operations,59030,2018-05-12
1625,Derrick Warner,HR,49061,2017-09-23
1626,Casey Hughes,Finance,89965,2016-08-13
1627,Jillian Mills,Operations,71254,2016-08-23
1628,Rebecca Ramirez,Operations,59900,2017-06-02
1629,Joseph Villanueva,Legal,63528,2021-03-14
1630,Shawna Bell,Sales,55897,2019-05-18
1631,Donna Delgado,IT,60079,2019-12-29
1632,Sean Flores,Legal,60754,2023-04-30
1633,Janet Johns,Marketing,43759,2015-12-18
1634,Kyle Russell,Marketing,56015,2023-11-24
1635,Eileen Garcia,Finance,68767,2017-05-29
1636,Carlos Clark,Legal,60784,2020-01-31
1637,Christopher Peters,Marketing,47694,2017-11-19
1638,Darius Martinez,Operations,79435,2022-11-26
1639,Margaret Wood,Operations,44407,2023-01-03
1640,Steven Reyes,Finance,68473,2023-06-03
1641,Teresa Greer PhD,IT,95418,2023-05-23
1642,Marcus Torres,Marketing,60611,2022-05-28
1643,Brenda Green,Legal,69436,2022-01-03
1644,Stephanie Miller,IT,98657,2019-04-13
1645,Erin Diaz,Legal,60363,2018-05-17
1646,Ruth Stafford,Marketing,35720,2025-05-16
1647,Pamela Williams,Operations,42334,2017-10-25
1648,Donald Brooks,Sales,54320,2025-03-11
1649,Elizabeth Smith,Legal,66519,2023-04-14
1650,Amanda Garcia,Finance,81969,2024-07-14
1651,Brian Hardy,Finance,87698,2019-02-12
1652,Sandra Johnson,Legal,65770,2023-04-27
1653,Rebecca Stephens,Marketing,68900,2015-09-25
1654,Joshua Jones,HR,54657,2019-07-09
1655,Kelli Smith,Operations,64645,2018-09-13
1656,Emily Baker,Finance,61733,2020-01-15
1657,Brandon Ray,Legal,83255,2020-10-23
1658,Michael Hines,Finance,87849,2023-11-23
1659,Joshua Harris,IT,61038,2018-03-14
1660,John Smith,Marketing,70200,2019-12-22
1661,Jennifer Thomas,Sales,48887,2016-02-08
1662,Maria Harvey,Finance,53836,2017-03-07
1663,Pamela Mccall,Marketing,46816,2021-05-31
1664,David Baker,Finance,79182,2025-06-07
1665,Carol Bishop,Sales,55710,2024-09-23
1666,Caleb Little,Sales,64731,2016-01-11
1667,Anna Morrison,IT,65134,2022-11-02
1668,Mr. Michael Mcintyre,Operations,40420,2019-11-19
1669,Robin Ferguson,Operations,41158,2023-09-13
1670,Cassie Lindsey,IT,94163,2021-02-16
1671,Deborah Davis,Operations,43056,2022-10-25
1672,Heather Romero,IT,64778,2022-05-17
1673,Shelly Hernandez,Finance,52368,2020-07-03
1674,Johnathan Shannon,HR,56132,2025-07-04
1675,Joel Coleman,Marketing,64958,2025-03-01
1676,Zachary Robles,Marketing,35677,2017-08-02
1677,Ashley Hays,Finance,53205,2016-04-09
1678,Mitchell Fowler,HR,51156,2020-10-12
1679,Timothy Sullivan,Marketing,71646,2016-09-09
1680,Christopher Aguilar,Marketing,38229,2023-06-17
1681,Keith Torres,Legal,59175,2020-04-24
1682,Kathy Butler,HR,48234,2016-11-19
1683,Andrew Lee,HR,44248,2024-11-29
1684,Tiffany Savage,Operations,75635,2024-04-11
1685,Tiffany Jackson,Marketing,62329,2021-10-19
1686,Jennifer Rivera,HR,50269,2020-02-12
1687,Daniel Bennett,Marketing,72015,2017-01-06
1688,Mark Mcgee,Legal,86700,2018-08-24
1689,Timothy Martinez,Sales,52003,2020-07-28
1690,Amanda Medina,Finance,71813,2017-04-28
1691,Lisa Munoz,Operations,60557,2022-07-05
1692,Taylor Le,IT,65398,2020-12-14
1693,Matthew Lopez,IT,98146,2016-05-12
1694,Jennifer Hart,Sales,63313,2025-02-19
1695,Ann Olson,HR,51242,2024-12-02
1696,Danielle Dean,HR,42907,2023-11-14
1697,Karen Fry,Finance,54368,2023-10-28
1698,Amanda Cunningham,Finance,88709,2018-12-14
1699,Seth Gomez,IT,76837,2025-05-03
1700,Samuel Murphy,Sales,30148,2025-01-25
1701,Jennifer Cannon,IT,70782,2021-11-21
1702,Paul Owens,Legal,59430,2019-09-21
1703,Christine Thomas,Sales,52792,2016-10-23
1704,Jennifer Schmidt,Marketing,38391,2019-11-14
1705,Vanessa Wood,HR,57629,2018-10-21
1706,William Martinez,Operations,63176,2020-11-27
1707,Cindy Lopez,Finance,56391,2024-09-10
1708,James Salinas,Legal,94260,2022-03-19
1709,Arthur Cohen,Legal,85432,2020-09-15
1710,Rebecca Perry,Finance,89781,2019-10-20
1711,Michael Choi,Marketing,49950,2020-10-21
1712,Heidi Griffin,HR,49673,2019-12-31
1713,Courtney Mcconnell,Finance,55013,2015-11-13
1714,Sandra Morgan,Sales,67017,2017-10-24
1715,William Houston,Marketing,68833,2023-02-10
1716,Valerie Daniels,Legal,84932,2022-01-02
1717,Cathy Parker,HR,52039,2024-05-18
1718,Jimmy Ramirez,Operations,49434,2018-02-07
1719,Susan Walter,Operations,51262,2025-08-23
1720,Angel York,IT,88540,2019-12-27
1721,Wayne Bailey,Legal,57476,2023-08-22
1722,Monique Ruiz,Marketing,59509,2023-05-30
1723,Brittany Rodriguez,Sales,63780,2024-10-18
1724,Luis Hernandez,Sales,35281,2021-11-06
1725,John Richard,Marketing,36079,2023-12-12
1726,Michael Henderson,Finance,75610,2023-05-12
1727,Catherine Peterson,IT,63694,2021-12-03
1728,Donald Rubio,Sales,59897,2024-08-11
1729,Tyler Peters,Marketing,64532,2024-03-05
1730,Douglas Richard,Marketing,48009,2016-04-20
1731,Eric Saunders,HR,51297,2025-02-22
1732,Emily Bowers,HR,58473,2023-06-10
1733,Amber Velez,Marketing,48278,2023-01-05
1734,Theresa Beck,Marketing,58760,2017-02-23
1735,Jeff Perkins,Marketing,71936,2025-08-19
1736,Justin Gibson,IT,72439,2017-12-10
1737,Katherine Turner,Finance,78455,2023-10-28
1738,Sean Garcia,Operations,46404,2018-10-20
1739,Kyle Powell,Marketing,73574,2019-06-03
1740,Emily Smith,Operations,55727,2023-11-26
1741,Larry Yang,Finance,72318,2016-11-28
1742,David Flynn,Marketing,69440,2021-03-03
1743,Matthew Thomas,Legal,68543,2017-05-18
1744,Laura Nichols,Legal,68498,2025-06-28
1745,Emma Cordova,Operations,56431,2020-10-18
1746,David Davis,Sales,47300,2017-07-30
1747,Ashley Thomas,Sales,40767,2016-01-13
1748,Eric Nichols,Sales,37244,2021-01-20
1749,Ian Smith,Finance,74200,2016-01-25
1750,Erin Sullivan,Marketing,55136,2018-02-19
1751,Christie Ross,Legal,68282,2015-12-09
1752,Melissa Ward,Legal,90619,2023-04-07
1753,Timothy Dixon,Legal,72363,2025-01-28
1754,Andrea Blair,Legal,76816,2022-12-17
1755,Denise Collier,Marketing,50951,2024-05-08
1756,Katrina Cox,IT,60797,2024-07-18
1757,Dawn Jackson,Legal,55724,2019-05-20
1758,Chelsea Green,Operations,55585,2025-02-26
1759,Madison Francis,Finance,88192,2016-07-31
1760,Amanda Hill,HR,55600,2019-07-26
1761,Suzanne Barrera,HR,48788,2015-10-07
1762,Timothy Martinez,IT,60968,2016-07-03
1763,Angela Snow,Marketing,49924,2023-04-10
1764,Nicholas West,HR,51763,2018-10-07
1765,Patrick Schneider,Marketing,45582,2021-08-10
1766,Amy Scott,Operations,72008,2019-02-17
1767,George Tucker,Marketing,58218,2018-12-15
1768,Steven Thomas,Operations,64400,2023-03-16
1769,Timothy Johnson,HR,55056,2022-11-18
1770,Elizabeth Reilly,IT,69925,2022-11-20
1771,Valerie Hill,Finance,52474,2025-06-24
1772,Nathan Rodriguez,Sales,55240,2022-12-28
1773,Christian Davis,Legal,86453,2020-04-03
1774,David Ramirez,HR,58625,2017-11-11
1775,Michael Chung,IT,88646,2017-12-18
1776,Shannon Davis,HR,44443,2015-12-10
1777,Donna Walters,Legal,76331,2019-04-25
1778,Tara Mendoza,HR,49999,2020-12-30
1779,Dr. Ebony Dudley,Sales,34345,2025-08-01
1780,Adam Tucker,HR,47416,2016-11-15
1781,Nicholas Kim,Finance,80542,2019-07-09
1782,Natalie Mills,Finance,54159,2023-03-14
1783,Kathy Robbins,IT,93363,2023-02-09
1784,Monica Powell,Marketing,51279,2019-09-19
1785,Dawn Miles,Operations,44215,2018-08-15
1786,Alexandria Alexander,IT,60346,2022-08-28
1787,Megan Medina,Marketing,43307,2023-01-03
1788,Larry Rice,Marketing,61817,2024-11-16
1789,Tommy Reese,Marketing,49289,2023-07-25
1790,Kelly Alvarado,Operations,76977,2016-10-14
1791,Tina Clark,Finance,79477,2023-10-03
1792,Anna Walker,HR,51350,2020-06-29
1793,Dominique Perez,Finance,75551,2023-06-15
1794,Kyle Lee,HR,46927,2018-11-17
1795,Justin Livingston,Operations,65881,2018-04-25
1796,Evan Wright,Sales,34493,2019-08-25
1797,Michael Osborne,HR,58636,2016-06-18
1798,Stephanie Burton,Marketing,44623,2021-09-05
1799,Todd Ramirez,Legal,67998,2018-08-22
1800,Catherine Roberts,Legal,75266,2022-09-07
1801,Denise Cook,HR,57937,2022-10-14
1802,John Brown,Legal,63234,2021-01-15
1803,Leslie Fisher,Operations,46809,2024-07-03
1804,Dennis Lynch,IT,96372,2020-09-25
1805,Wendy Jones,Legal,75260,2023-10-23
1806,Melissa Richardson,HR,49250,2022-02-12
1807,Ronald Gordon,Legal,92200,2015-11-18
1808,Terri Williams,Marketing,40213,2019-05-25
1809,Daniel Campbell,IT,81431,2018-10-11
1810,James Fox,HR,47742,2017-07-30
1811,Rebecca Hughes,Operations,61149,2022-10-10
1812,Christopher Collins,Marketing,55667,2019-05-25
1813,Christina Carey,Finance,81219,2023-09-30
1814,Duane Brown,Sales,49114,2018-05-26
1815,Kelly Bell,Operations,75500,2016-06-06
1816,Sarah Smith,Legal,77651,2019-06-16
1817,Erik Jones,IT,76825,2020-04-09
1818,Laura Eaton,Sales,38831,2019-11-16
1819,Lindsey Hall,HR,48393,2016-12-13
1820,David Callahan,Sales,59338,2025-01-06
1821,Joseph Davis,IT,82217,2020-09-27
1822,Sandra Austin,Legal,92880,2021-07-08
1823,Kayla Hernandez,IT,69194,2022-09-12
1824,Valerie Ray,Legal,90227,2019-09-06
1825,Jennifer Abbott,Operations,57047,2023-01-03
1826,Rebecca Winters,Marketing,36918,2022-07-03
1827,Daniel Woods,IT,86923,2015-11-05
1828,Brandi Martinez,HR,46538,2020-10-22
1829,James Peck,Finance,83788,2016-03-20
1830,Scott Edwards,Legal,94729,2023-03-15
1831,Robert Wood,IT,76365,2022-09-03
1832,Christine Chambers,Legal,70796,2020-06-28
1833,Brandy Holloway,Operations,76360,2023-08-04
1834,Jeffery Jimenez,Finance,51269,2022-09-08
1835,Catherine Henry,Marketing,39308,2020-01-19
1836,John Nelson,Operations,43277,2018-01-15
1837,Joseph Garza,Finance,72221,2018-10-12
1838,Eric Taylor,Operations,49520,2022-08-10
1839,George Nelson,Finance,61343,2016-04-12
1840,Robin Li,Operations,47279,2025-02-04
1841,Derek Mueller,IT,60431,2024-01-11
1842,David Gonzales,Legal,94646,2021-02-22
1843,Shawn Curry,Operations,59187,2022-03-09
1844,Katie Williams,Finance,62390,2022-05-11
1845,Jonathan Young,Marketing,52025,2019-05-27
1846,David Chase,IT,62871,2017-06-23
1847,Mrs. Mariah Olsen,IT,60353,2015-10-16
1848,Samantha Jones,HR,40249,2020-05-09
1849,Jerry Berger,IT,85983,2022-03-29
1850,Melissa Thompson,HR,40382,2019-09-07
1851,Tiffany Evans,HR,59287,2023-10-24
1852,Daniel Curry,Legal,60744,2022-04-02
1853,Patrick Brown,Finance,62571,2023-05-29
1854,Richard Gonzalez,Legal,80575,2024-11-12
1855,Eric Malone,Operations,53705,2022-04-24
1856,Meredith Hernandez,Finance,84441,2023-03-31
1857,Dr. Stephanie Warren MD,Marketing,43716,2018-03-19
1858,Jesse Lee,Operations,44600,2019-10-27
1859,Terry Stevens,Finance,54469,2019-07-27
1860,Tracy Wilson,Finance,51467,2017-09-07
1861,Kendra Hall MD,Sales,68093,2024-03-31
1862,Diane Mccarthy,Legal,90380,2023-08-06
1863,Kimberly Warren,Marketing,57300,2025-07-08
1864,Mr. Kenneth Krause PhD,Finance,60338,2023-05-14
1865,Erin Neal,Finance,83257,2020-03-24
1866,Laura Rojas,Marketing,45562,2017-01-27
1867,Emma Stone,Finance,88248,2018-10-02
1868,Lauren Flores,HR,59703,2020-10-11
1869,Mark Butler,IT,80312,2019-11-27
1870,Caitlyn White,Finance,73234,2018-09-26
1871,Tabitha Harrell,Finance,64043,2022-06-14
1872,Edward Bowman,Marketing,46217,2022-12-22
1873,Lori Williams,Marketing,50807,2019-02-15
1874,Katherine Smith,Sales,37631,2016-09-24
1875,Jonathan Blair,IT,93420,2016-03-27
1876,Krista Mclean,HR,49957,2018-09-09
1877,Brenda Hendricks,IT,63243,2016-06-26
1878,Judy Allen,Operations,41627,2015-10-06
1879,Yolanda Reeves,Finance,54363,2020-01-15
1880,Andrew Miller,Sales,32351,2025-05-24
1881,Cathy Cook,Operations,79910,2023-06-15
1882,Michelle Graham,HR,59863,2018-08-16
1883,Mckenzie Smith,HR,41086,2019-05-27
1884,Michael Burns,Sales,58550,2017-03-23
1885,Amanda Lee,Marketing,42819,2019-04-06
1886,Mary Brown,Legal,67262,2016-06-03
1887,Sandra Dalton,Finance,79209,2018-04-21
1888,Courtney Buckley,Marketing,47780,2019-11-02
1889,Chase Mack,Legal,67435,2019-04-26
1890,Jackson Ruiz,Operations,59335,2025-01-08
1891,Andrew Reyes,Sales,57009,2017-11-12
1892,Jeanne Stewart,Sales,54622,2020-06-19
1893,Lindsey Harrison,Legal,69958,2019-02-12
1894,Frank Wright,Operations,71406,2021-10-27
1895,Mary Ward,Sales,69279,2017-01-30
1896,Jennifer Cook,HR,42365,2020-08-24
1897,Sarah Davis,Sales,64291,2022-12-24
1898,Kathryn Richardson,HR,58994,2023-07-11
1899,Matthew Miller,Operations,56324,2021-09-23
1900,Lori Johnson,Legal,77971,2018-07-06
1901,Renee Gill,Marketing,41549,2023-01-31
1902,Kelly Simmons,Operations,52971,2024-07-28
1903,Michael Harris,Operations,50957,2023-07-05
1904,Jeffrey Wang,Finance,80806,2025-06-24
1905,Devin Drake,Legal,84887,2017-08-15
1906,Veronica Buckley,IT,97184,2020-11-25
1907,Monica Ball,Operations,69524,2023-11-07
1908,Mr. Robert Cooper Jr.,IT,74687,2022-10-09
1909,Zachary Gonzalez,Legal,55887,2018-10-06
1910,Sara Miller,HR,49682,2024-10-23
1911,Michael Bailey,Marketing,73778,2018-10-14
1912,Jonathan Johnson,Sales,67093,2024-09-18
1913,Phyllis Moore,Marketing,58499,2023-07-21
1914,Robert Hester,HR,43503,2022-10-13
1915,Anita Hernandez,Legal,76375,2021-10-05
1916,Kyle Gardner,Sales,34241,2022-12-14
1917,Thomas Howard,HR,59223,2021-10-17
1918,James Pierce,HR,46527,2016-02-08
1919,Tyrone Townsend,HR,42916,2023-02-25
1920,Kaitlyn Smith,Marketing,60454,2016-01-04
1921,James Clark,IT,80171,2021-01-01
1922,Dennis Lee,Operations,46485,2023-09-28
1923,Mrs. Kara Morgan DDS,Marketing,44738,2019-02-04
1924,Amy Waters,Operations,63741,2016-07-24
1925,Kenneth Shields,IT,86041,2019-03-22
1926,Patricia Ward,IT,60600,2019-03-24
1927,Steven Cooper,IT,78205,2024-12-09
1928,Zachary Nguyen,Operations,53445,2015-12-22
1929,Carlos Rodriguez,Marketing,46814,2021-07-10
1930,Tanner Gutierrez,Marketing,67727,2018-05-22
1931,Kristen Jackson,Finance,67044,2023-03-06
1932,Gabriella Hernandez,IT,73457,2025-06-28
1933,Kathleen Torres,Legal,80066,2019-05-24
1934,Stephen Lee,Legal,61512,2018-03-12
1935,Kimberly Rodriguez,HR,52562,2025-07-08
1936,Jennifer Andrews,Legal,56707,2019-12-25
1937,Meghan Jenkins,Sales,38260,2019-02-03
1938,James Martinez,IT,75836,2024-10-15
1939,Rebecca Beck,Operations,43746,2021-09-03
1940,Andrea Page,Finance,69291,2018-03-09
1941,Nicole Barrera,HR,59865,2025-09-05
1942,Mitchell Nelson,Operations,55131,2019-12-18
1943,Thomas Hill,HR,59604,2021-10-13
1944,Jill Duncan,IT,65103,2023-06-29
1945,Edward Griffin,Sales,30487,2020-05-15
1946,Michael Dennis,Marketing,54279,2023-05-02
1947,Devin Gordon,Finance,82379,2019-02-15
1948,Anna Howard,Legal,56144,2016-12-16
1949,Emily Paul,IT,82229,2025-01-07
1950,Katrina Hernandez,Legal,73404,2018-08-28
1951,Tonya Hall,Marketing,38614,2022-06-08
1952,Kelly Bailey,IT,86405,2016-10-03
1953,Chad Burke,Operations,79274,2019-02-11
1954,Linda Mitchell,Sales,54813,2025-03-09
1955,Mr. Harold Edwards,Operations,66658,2023-05-09
1956,Jeffery Wilson,Operations,45987,2019-07-02
1957,Benjamin Hall,Legal,58020,2021-01-31
1958,Michael Hernandez,HR,54126,2017-06-14
1959,Benjamin Bentley,Sales,40250,2018-08-30
1960,Amber Webb,Sales,68921,2016-05-15
1961,Patrick Johnson,HR,51623,2023-06-28
1962,Jose Garcia,Sales,49456,2018-12-16
1963,Scott Roth,HR,45031,2018-12-10
1964,Lisa Davis,Marketing,44379,2024-01-14
1965,Mary Elliott,Marketing,45082,2017-02-08
1966,Kevin Sellers PhD,Marketing,42713,2023-06-23
1967,Julie Moss,Legal,67056,2016-05-15
1968,Bradley Riddle,Legal,79157,2024-05-24
1969,Vicki Nelson,IT,98772,2018-11-14
1970,Wayne Joseph,IT,71374,2019-11-20
1971,Christopher Lopez,Legal,77400,2020-12-01
1972,Lisa Johnson,Operations,52939,2022-10-20
1973,Johnathan Johnston,IT,67506,2016-01-25
1974,Michelle Smith,IT,90590,2022-11-23
1975,Matthew Gonzalez,HR,55416,2019-08-07
1976,Michael Taylor,Finance,74971,2021-10-02
1977,Billy Miranda,Operations,40961,2022-09-13
1978,Angelica Johnson,Legal,57502,2022-07-08
1979,James Rivers,Marketing,55386,2020-05-22
1980,Christina Gordon,Marketing,44665,2022-04-26
1981,Destiny Fisher,IT,79699,2021-10-03
1982,Amy Juarez,Sales,40038,2024-01-22
1983,Shawn Farmer,Sales,43689,2020-12-02
1984,Erica Lawson DDS,IT,70996,2018-01-27
1985,Heather Gonzalez,Sales,36578,2025-06-04
1986,Beverly Jacobson,HR,57926,2017-10-05
1987,Robin Robinson,Marketing,74464,2020-12-11
1988,Robert Fowler,Operations,60021,2025-04-06
1989,Gary Morales,Finance,63381,2017-04-22
1990,Bryan Bryant,Finance,56236,2016-09-29
1991,Sean Mccarty,IT,65535,2018-12-20
1992,Christopher Bennett,HR,40757,2024-02-18
1993,Jennifer Morrison,IT,79294,2016-10-09
1994,James Harris,IT,72265,2022-09-01
1995,Natasha Craig,IT,77947,2019-06-17
1996,April Dawson,Marketing,63787,2021-02-09
1997,Robert Duncan,Sales,37279,2022-02-23
1998,Mr. Edward Travis,IT,69044,2021-01-19
1999,Tanya Fuentes,Marketing,68859,2022-12-08
2000,Mary Wong,Marketing,61061,2022-11-11
